id,chapterNo,chapterTitle,unitNo,unitTitle,wordNo,originalWord,word,translation,partOfSpeech,example,exampleZh,translationSource,exampleSource,qaFlags,source,note
0605,9,Food,38,Fruit,8,orange,orange,柳橙,n.[C],Father bought a box of oranges.,爸爸買了一盒橘子。,source_771,source_771,duplicate_word,PDF text layer,orange (n.) o
0606,9,Food,38,Fruit,9,papaya,papaya,木瓜,n.[C],Papaya milk is my favorite drink.,木瓜牛奶是我最喜歡的飲料。,source_771,source_771,,PDF text layer,papaya (n.) o
0607,9,Food,38,Fruit,10,peach,peach,桃子,n.[C],Would you like some peaches?,你想要一些桃子嗎？,source_771,source_771,,PDF text layer,peach (n.) O
0608,9,Food,38,Fruit,11,pear,pear,梨子,n.[C],Victoria doesn't like to eat pears.,維多利亞不喜歡吃梨子。,source_771,source_771,,PDF text layer,*II pear (n.) O
0609,9,Food,38,Fruit,12,pineapple,pineapple,鳳梨,n.[C],Pineapples are difficult to hold.,菠蘿很難拿住。,source_771,source_771,,PDF text layer,'12 pineapple (n.) o
0610,9,Food,38,Fruit,13,tangerine,tangerine,橘子,n.[C],"Some people think tangerines are too sour, but I like them.",有人覺得橘子太酸了，但我喜歡。,source_771,source_771,,PDF text layer,'13 tangerine (n.) O
0611,9,Food,38,Fruit,14,fruit,fruit,水果,n.[C] [U],Fannie eats a lot of fruit every day.,范妮每天吃很多水果。,source_771,source_771,,PDF text layer,I fruit (n.)OO
0612,9,Food,38,Fruit,15,emon,emon,右衛門,,I learned the word emon when we talked about food.,當我們談論食物時，我學會了“emon”這個詞。,machine_translation,generated_example,,PDF text layer,lemon (n.) o
0613,9,Food,38,Fruit,16,mango,mango,芒果,n.[C],Mangoes are very sweet.,芒果很甜。,source_771,source_771,,PDF text layer,'16 mango (n.) O
0614,9,Food,38,Fruit,17,nut,nut,堅果,n.[C],A lot of children cannot eat nuts. go nuts氣得發瘋,很多孩子不能吃堅果。氣得發瘋,source_771,source_771,,PDF text layer,'17 nut (n.) O
0615,9,Food,38,Fruit,18,watermelon juice,watermelon juice,西瓜汁,,I learned the word watermelon juice when we talked about food.,當我們談論食物時，我學到了西瓜汁這個詞。,machine_translation,generated_example,,PDF text layer,watermelon juice
0616,9,Food,39,Vegetables,1,vegetable,vegetable,蔬菜,n.[C],Eating enough vegetables can keep us healthy. Vegetarian素食者 ; vegetable soup 蔬菜湯,吃足夠的蔬菜可以讓我們保持健康。素食；蔬菜湯 蔬菜湯,source_771,source_771,,PDF text layer,vegetable (n.)o
0617,9,Food,39,Vegetables,2,bean,bean,豆子,n.[C],There are many different beans in this soup.,這湯裡面有很多不同的豆子。,source_771,source_771,,PDF text layer,bean (n.)o
0618,9,Food,39,Vegetables,3,cabbage,cabbage,高麗菜,n.[C],Mike makes delicious cabbage dumplings.,麥克做了美味的捲心菜餃子。,source_771,source_771,,PDF text layer,e 3 cabbage (n.) o
0619,9,Food,39,Vegetables,4,carrot,carrot,胡蘿蔔,n.[C],I am growing carrots in my garden.,我正在我的花園裡種植胡蘿蔔。,source_771,source_771,,PDF text layer,e 4 carrot (n.) c
0620,9,Food,39,Vegetables,5,corn,corn,玉米,n.[C],Tony is eating corn on his pizza.,東尼正在吃披薩上的玉米。,source_771,source_771,,PDF text layer,e 5 corn (n.) o
0621,9,Food,39,Vegetables,6,lettuce,lettuce,萵苣,n.[C][U],The lettuce in this salad is very fresh.,這個沙拉裡的生菜非常新鮮。,source_771,source_771,,PDF text layer,. 6 lettuce
0622,9,Food,39,Vegetables,7,onion,onion,洋蔥,n.[C],"When Mom cooks, the whole house smells like onions.",媽媽煮飯的時候，滿屋子都是洋蔥味。,source_771,source_771,,PDF text layer,• 7 onion (n.)o
0623,9,Food,39,Vegetables,8,potato,potato,馬鈴薯,n.[C],Did you know that French fries are made from potatoes? couch potato 沙發馬鈴薯(愛窩在沙發上看電視的人);yam地瓜,你知道炸薯條是用馬鈴薯做的嗎？沙發馬鈴薯 沙發馬鈴薯(愛窩在沙發上看電視的人);山藥地瓜,source_771,source_771,,PDF text layer,8 potato (n.) C)
0624,9,Food,39,Vegetables,9,pumpkin,pumpkin,南瓜,n.[C],Pumpkins are very popular at Halloween. pumpkin pie南瓜派,南瓜在萬聖節很受歡迎。南瓜派 南瓜派,source_771,source_771,,PDF text layer,pumpkin (n.)o
0625,9,Food,39,Vegetables,10,necessary,necessary,必要的,a.,It is necessary for us to eat vegetables. unnecessary 不必要的,吃蔬菜對我們來說是必要的。不必要的 不必要的,source_771,source_771,,PDF text layer,'10 necessary (a.)
0626,9,Food,39,Vegetables,11,helpful,helpful,有益的,a.,Eating vegetables is helpful to our bodies.,吃蔬菜對我們的身體是有幫助的。,source_771,source_771,,PDF text layer,helpful (a.)
0627,9,Food,39,Vegetables,12,fresh,fresh,新鮮的,a.,Mother buys fresh vegetables every day.,媽媽每天都會買新鮮的蔬菜。,source_771,source_771,,PDF text layer,fresh (a.)
0628,9,Food,39,Vegetables,13,include,include,包含,v.,"Green vegetables include lettuce, beans, and cabbages.",綠色蔬菜包括生菜、豆類和高麗菜。,source_771,source_771,duplicate_word,PDF text layer,'13 include (v.)
0629,9,Food,39,Vegetables,14,vegetarian,vegetarian,素食主義者,,I learned the word vegetarian when we talked about food.,當我們談論食物時，我學到了素食這個詞。,machine_translation,generated_example,,PDF text layer,vegetarian
0630,9,Food,40,Meat and Eggs,1,build strong bones,build strong bones,強健骨骼,,I learned the word build strong bones when we talked about food.,當我們談論食物時，我學到了強健骨骼這個詞。,machine_translation,generated_example,,PDF text layer,build strong bones
0631,9,Food,40,Meat and Eggs,2,chicken,chicken,雞肉,n.[U],Do you want to have chicken or beef?,你想吃雞肉還是牛肉？,source_771,source_771,duplicate_word,PDF text layer,chicken (n.) O
0632,9,Food,40,Meat and Eggs,3,pork,pork,豬肉,n.[U],I don't eat pork.,我不吃豬肉。,source_771,source_771,,PDF text layer,4 pork (n.) O
0633,9,Food,40,Meat and Eggs,4,fish,fish,魚,n.[U],The fish is really delicious! golden fish 金魚; fish/fishes 複數形,魚真的很好吃！金魚 金魚;魚/魚 複數形,source_771,source_771,duplicate_word,PDF text layer,fish (n.) O
0634,9,Food,40,Meat and Eggs,5,shrimp,shrimp,蝦子,n.[U],How many shrimp did you eat? shrimp/shrimps 複數形,你吃了幾隻蝦子？蝦/蝦 複數形,source_771,source_771,,PDF text layer,e 7 shrimp (n.) o
0635,9,Food,40,Meat and Eggs,6,egg,egg,蛋,n.[C],I need two eggs for this cake.,這個蛋糕我需要兩個蛋。,source_771,source_771,,PDF text layer,egg (n.) o
0636,9,Food,40,Meat and Eggs,7,steak,steak,牛排,n. [C] [U],I need two eggs for this cake. 0 Would you like to have steak for dinner?,這個蛋糕我需要兩個蛋。 0 晚餐想吃牛排嗎？,source_771,source_771,,PDF text layer,steak
0637,9,Food,40,Meat and Eggs,8,turkey,turkey,火雞,n.[U],Americans eat turkey for Thanksgiving dinner.,美國人感恩節晚餐吃火雞。,source_771,source_771,duplicate_word,PDF text layer,turkey (n.) O
0638,9,Food,40,Meat and Eggs,9,II crab,II crab,二、螃蟹,,I learned the word II crab when we talked about food.,當我們談論食物時，我學到了“II螃蟹”這個詞。,machine_translation,generated_example,,PDF text layer,'II crab
0639,9,Food,40,Meat and Eggs,10,duck,duck,鴨肉,n.[U],We will eat duck for lunch.,我們午餐吃鴨子。,source_771,source_771,,PDF text layer,duck
0640,9,Food,40,Meat and Eggs,11,goose,goose,鵝肉,n.[U],Have you ever eaten goose?,你吃過鵝嗎？,source_771,source_771,duplicate_word,PDF text layer,goose
0641,9,Food,40,Meat and Eggs,12,Iamb,Iamb,羊肉,n.[U],This Iamb is very soft.,這羊肉很軟。,source_771,source_771,,PDF text layer,'14 Iamb (n.) O
0642,9,Food,40,Meat and Eggs,13,bone,bone,骨頭,n.[C],You have to eat the meat off the bone. The basketball player broke a bone in the basketball game.,你必須把骨頭上的肉吃掉。那個籃球運動員在籃球比賽中摔斷了骨頭。,source_771,source_771,,PDF text layer,'15 bone
0643,9,Food,40,Meat and Eggs,14,meat,meat,肉,n.[C][U],Do you eat meat?,你吃肉嗎？,source_771,source_771,,PDF text layer,1 meat (n.) 00
0644,9,Food,40,Meat and Eggs,15,beef,beef,牛肉,n.[U],Paul likes beef.,保羅喜歡牛肉。,source_771,source_771,,PDF text layer,2 beef (n.) O
0645,9,Food,40,Meat and Eggs,16,meat and eggs,meat and eggs,肉和蛋,,I learned the word meat and eggs when we talked about food.,當我們談論食物時，我學到了肉和雞蛋這個詞。,machine_translation,generated_example,,PDF text layer,meat and eggs
0646,9,Food,40,Meat and Eggs,17,white meat,white meat,白肉,,I learned the word white meat when we talked about food.,當我們談論食物時，我學到了「白肉」這個詞。,machine_translation,generated_example,,PDF text layer,white meat
0647,9,Food,41,Western Food vs. Chinese Food,1,meal,meal,餐,n.[C],We usually have three meals a day.,我們通常一日三餐。,source_771,source_771,,PDF text layer,1 meal (n.)O
0648,9,Food,41,Western Food vs. Chinese Food,2,breakfast,breakfast,早餐,n.[C][U],What did you have for breakfast?,你早餐吃了什麼？,source_771,source_771,,PDF text layer,breakfast
0649,9,Food,41,Western Food vs. Chinese Food,3,oo,oo,哦,,I learned the word oo when we talked about food.,當我們談論食物時我學會了“oo”這個字。,machine_translation,generated_example,duplicate_word,PDF text layer,oo
0650,9,Food,41,Western Food vs. Chinese Food,4,brunch,brunch,早午餐,n.[C],I learned the word brunch when we talked about food.,當我們談論食物時，我學會了早午餐這個詞。,source_771,generated_example,,PDF text layer,'4 brunch (n.) O
0651,9,Food,41,Western Food vs. Chinese Food,5,dinner,dinner,晚餐,n.[C][U],Stephanie is helping her mother prepare dinner.,史蒂芬妮正在幫媽媽準備晚餐。,source_771,source_771,,PDF text layer,dinner (n.) 00
0652,9,Food,41,Western Food vs. Chinese Food,6,spaghetti,spaghetti,義大利麵,n.[U],Can we have spaghetti for supper?,晚餐我們可以吃義大利麵嗎？,source_771,source_771,,PDF text layer,e 7 spaghetti (n.) O
0653,9,Food,41,Western Food vs. Chinese Food,7,supper,supper,晚餐,n.[C][U],I learned the word supper when we talked about food.,當我們談論食物時我學會了晚餐這個詞。,source_771,generated_example,,PDF text layer,'8 supper (n.) 00
0654,9,Food,41,Western Food vs. Chinese Food,8,flour,flour,麵粉,n.[[U],The man used a lot of flour to bake the buns.,那個人用了很多麵粉來烤麵包。,source_771,source_771,,PDF text layer,e 9 flour (n.) o
0655,9,Food,41,Western Food vs. Chinese Food,9,bun,bun,小圓麵包,n.[C],I learned the word bun when we talked about food.,當我們談論食物時，我學會了「麵包」這個詞。,source_771,generated_example,,PDF text layer,bun
0656,9,Food,41,Western Food vs. Chinese Food,10,bread,bread,麵包,n.[U],Please give us some more bread.,請再給我們一些麵包。,source_771,source_771,,PDF text layer,bread (n.) D
0657,9,Food,41,Western Food vs. Chinese Food,11,toast,toast,吐司,n.[U],I want butter on my toast. Toaster烤吐司機,我想在吐司上塗奶油。烤麵包機烤吐司司機,source_771,source_771,,PDF text layer,toast
0658,9,Food,41,Western Food vs. Chinese Food,12,cereal,cereal,穀麥片,n.[U],Kevin eats cereal for breakfast every day.,凱文每天早餐吃麥片。,source_771,source_771,,PDF text layer,'13 cereal (n.) O
0659,9,Food,41,Western Food vs. Chinese Food,13,ham,ham,火腿,n.[U],I put ham in my sandwich.,我在三明治裡放了火腿。,source_771,source_771,,PDF text layer,ham (n.) O
0660,9,Food,41,Western Food vs. Chinese Food,14,sandwich,sandwich,三明治,n.[C],Do you like sandwiches?,你喜歡三明治嗎？,source_771,source_771,,PDF text layer,sandwich (n.) O
0661,9,Food,41,Western Food vs. Chinese Food,15,pizza,pizza,披薩,n.[C][U],Paul and I had two pizzas. a slice of pizza 一片披薩,保羅和我吃了兩個披薩。 a slice of Pizza 一片披薩,source_771,source_771,,PDF text layer,pizza
0662,9,Food,41,Western Food vs. Chinese Food,16,rice,rice,米飯,n.[U],Steve always has rice for dinner.,史蒂夫晚餐總是吃米飯。,source_771,source_771,,PDF text layer,rice [rms] (n.) O
0663,9,Food,41,Western Food vs. Chinese Food,17,tofu,tofu,豆腐,n.[U],"I don't eat meat, so I will order the tofu dumplings. tofu pudding 豆花; rice dumpling粽子 fried dumpling鍋貼、煎餃",我不吃肉，所以我會點豆腐餃子。豆腐花粽子 粽子 煎餃 鍋貼、煎餃,source_771,source_771,,PDF text layer,'19 tofu
0664,9,Food,41,Western Food vs. Chinese Food,18,dumpling,dumpling,水餃,n.[C],I learned the word dumpling when we talked about food.,當我們談論食物時，我學會了餃子這個詞。,source_771,generated_example,,PDF text layer,'20 dumpling (n.) O
0665,9,Food,42,Eating at a Western Restaurant,1,salad,salad,沙拉,n.[C][U],Let us have some salad first.,我們先來點沙拉吧。,source_771,source_771,,PDF text layer,salad
0666,9,Food,42,Eating at a Western Restaurant,2,OO,OO,哦,,I learned the word OO when we talked about food.,當我們談論食物時我學會了“oo”這個字。,machine_translation,generated_example,duplicate_word,PDF text layer,OO
0667,9,Food,42,Eating at a Western Restaurant,3,drink,drink,飲料,v.n. [C],Do you want a drink?,你想喝一杯嗎？,source_771,source_771,,PDF text layer,drink
0668,9,Food,42,Eating at a Western Restaurant,4,water,water,水,n. [U],"May I have a glass of water, please?",請給我一杯水好嗎？,source_771,source_771,,PDF text layer,* 5 water (n.) D
0669,9,Food,42,Eating at a Western Restaurant,5,milk,milk,牛奶,n. [U],I learned the word milk when we talked about food.,當我們談論食物時，我學到了牛奶這個詞。,source_771,generated_example,,PDF text layer,milk
0670,9,Food,42,Eating at a Western Restaurant,6,coffee,coffee,咖啡,n. [U],Helen wants a cup of coffee.,海倫想要一杯咖啡。,source_771,source_771,,PDF text layer,8 coffee (n.) O
0671,9,Food,42,Eating at a Western Restaurant,7,tea,tea,茶,n. [U],I learned the word tea when we talked about food.,當我們談論食物時，我學會了茶這個詞。,source_771,generated_example,,PDF text layer,tea (n.) O
0672,9,Food,42,Eating at a Western Restaurant,8,beer,beer,啤酒,n. [U],Those men are drinking a lot of beer.,那些人喝了很多啤酒。,source_771,source_771,,PDF text layer,'10 beer (n.) O
0673,9,Food,42,Eating at a Western Restaurant,9,ice,ice,冰,n. [U],There is some ice water in the refrigerator.,冰箱裡有一些冰水。,source_771,source_771,,PDF text layer,ice (n.) o
